Sort Order,File Type,File Type - Summary,Measure ID,Measure ID Short,Non-claims Table,Claims_cat_type,Measure Name,Data_Element,Data Dictionary,DD Number,Size,Character / Numeric,Active Indicator
864,LT,Claims,MIS-81-008-8,MIS81.8,,AZ,% missing: BILLING-PROV-TAXONOMY (CLT00002),tmsis_clh_rec_lt.blg_prvdr_txnmy_cd,BILLING-PROV-TAXONOMY,CLT132,X(12),Character,Y
865,LT,Claims,MIS-81-009-9,MIS81.9,,AZ,% missing: BILLING-PROV-NUM (CLT00002),tmsis_clh_rec_lt.blg_prvdr_num,BILLING-PROV-NUM,CLT130,X(30),Character,Y
866,LT,Claims,MIS-81-010-10,MIS81.10,,AZ,% missing: BILLING-PROV-TYPE (CLT00002),tmsis_clh_rec_lt.blg_prvdr_type_cd,BILLING-PROV-TYPE,CLT133,X(2),Character,Y
867,LT,Claims,MIS-81-011-11,MIS81.11,,AZ,% missing: CLAIM-LINE-COUNT (CLT00002),tmsis_clh_rec_lt.cll_cnt,CLAIM-LINE-COUNT,CLT087,9(4),Numeric,Y
868,LT,Claims,MIS-81-012-12,MIS81.12,,AZ,% missing: CROSSOVER-INDICATOR (CLT00002),tmsis_clh_rec_lt.xovr_ind,CROSSOVER-INDICATOR,CLT023,X(1),Character,Y
869,LT,Claims,MIS-81-013-13,MIS81.13,,AZ,% missing: DIAGNOSIS-CODE-1 (CLT00002),tmsis_clh_rec_lt.dgns_1_cd,DIAGNOSIS-CODE-1,CLT029,X(7),Character,Y
870,LT,Claims,MIS-81-014-14,MIS81.14,,AZ,% missing: DIAGNOSIS-CODE-2 (CLT00002),tmsis_clh_rec_lt.dgns_2_cd,DIAGNOSIS-CODE-2,CLT032,X(7),Character,Y
871,LT,Claims,MIS-81-015-15,MIS81.15,,AZ,% missing: DIAGNOSIS-CODE-FLAG-1 (CLT00002),tmsis_clh_rec_lt.dgns_1_cd_ind,DIAGNOSIS-CODE-FLAG-1,CLT030,X(1),Character,Y
872,LT,Claims,MIS-81-016-16,MIS81.16,,AZ,% missing: DIAGNOSIS-CODE-FLAG-2 (CLT00002),tmsis_clh_rec_lt.dgns_2_cd_ind,DIAGNOSIS-CODE-FLAG-2,CLT033,X(1),Character,Y
873,LT,Claims,MIS-81-017-17,MIS81.17,,AZ,% missing: DIAGNOSIS-POA-FLAG-1 (CLT00002),tmsis_clh_rec_lt.dgns_poa_1_cd_ind,DIAGNOSIS-POA-FLAG-1,CLT031,X(1),Character,Y
874,LT,Claims,MIS-81-018-18,MIS81.18,,AZ,% missing: ENDING-DATE-OF-SERVICE (CLT00002),tmsis_clh_rec_lt.srvc_endg_dt,ENDING-DATE-OF-SERVICE,CLT049,9(8),Numeric,Y
875,LT,Claims,MIS-81-019-19,MIS81.19,,AZ,% missing: FIXED-PAYMENT-IND (CLT00002),tmsis_clh_rec_lt.fixd_pymt_ind,FIXED-PAYMENT-IND,CLT075,X(1),Character,Y
876,LT,Claims,MIS-81-020-20,MIS81.20,,AZ,% missing: HEALTH-CARE-ACQUIRED-CONDITION-IND (CLT00002),tmsis_clh_rec_lt.hlth_care_acqrd_cond_cd,HEALTH-CARE-ACQUIRED-CONDITION-IND,CLT091,X(1),Character,Y
877,LT,Claims,MIS-81-021-21,MIS81.21,,AZ,% missing: ICF-IID-DAYS (CLT00002),tmsis_clh_rec_lt.icf_iid_days_cnt,ICF-IID-DAYS,CLT147,S9(5),Numeric,Y
878,LT,Claims,MIS-81-022-22,MIS81.22,,AZ,% missing: ICN-ADJ (CLT00002),tmsis_clh_rec_lt.adjstmt_clm_num,ICN-ADJ,CLT020,X(50),Character,Y
879,LT,Claims,MIS-81-023-23,MIS81.23,,AZ,% missing: ICN-ORIG (CLT00002),tmsis_clh_rec_lt.orgnl_clm_num,ICN-ORIG,CLT019,X(50),Character,Y
880,LT,Claims,MIS-81-024-24,MIS81.24,,AZ,% missing: LEAVE-DAYS (CLT00002),tmsis_clh_rec_lt.lve_days_cnt,LEAVE-DAYS,CLT148,S9(5),Numeric,Y
881,LT,Claims,MIS-81-025-25,MIS81.25,,AZ,% missing: LTC-RCP-LIAB-AMT (CLT00002),tmsis_clh_rec_lt.ltc_rcp_lblty_amt,LTC-RCP-LIAB-AMT,CLT145,S9(11)V99,Numeric,Y
882,LT,Claims,MIS-81-026-26,MIS81.26,,AZ,% missing: MEDICAID-PAID-DATE (CLT00002),tmsis_clh_rec_lt.mdcd_pd_dt,MEDICAID-PAID-DATE,CLT051,9(8),Numeric,Y
883,LT,Claims,MIS-81-027-27,MIS81.27,,AZ,% missing: MEDICAID-COV-INPATIENT-DAYS (CLT00002),tmsis_clh_rec_lt.mdcd_cvrd_ip_days_cnt,MEDICAID-COV-INPATIENT-DAYS,CLT086,S9(5),Numeric,Y
884,LT,Claims,MIS-81-028-28,MIS81.28,,AZ,% missing: MEDICARE-PAID-AMT (CLT00002),tmsis_clh_rec_lt.mdcr_pd_amt,MEDICARE-PAID-AMT,CLT179,S9(11)V99,Numeric,Y
885,LT,Claims,MIS-81-029-29,MIS81.29,,AZ,% missing: MEDICARE-REIM-TYPE (CLT00002),tmsis_clh_rec_lt.mdcr_reimbrsmt_type_cd,MEDICARE-REIM-TYPE,CLT083,X(2),Character,Y
886,LT,Claims,MIS-81-030-30,MIS81.30,,AZ,% missing: MSIS-IDENTIFICATION-NUM (CLT00002),tmsis_clh_rec_lt.msis_ident_num,MSIS-IDENTIFICATION-NUM,CLT022,X(20),Character,Y
887,LT,Claims,MIS-81-031-31,MIS81.31,,AZ,% missing: NURSING-FACILITY-DAYS (CLT00002),tmsis_clh_rec_lt.nrsng_fac_days_cnt,NURSING-FACILITY-DAYS,CLT149,S9(5),Numeric,Y
888,LT,Claims,MIS-81-032-32,MIS81.32,,AZ,% missing: OTHER-INSURANCE-IND (CLT00002),tmsis_clh_rec_lt.othr_insrnc_ind,OTHER-INSURANCE-IND,CLT071,X(1),Character,Y
889,LT,Claims,MIS-81-033-33,MIS81.33,,AZ,% missing: OTHER-TPL-COLLECTION (CLT00002),tmsis_clh_rec_lt.othr_tpl_clctn_cd,OTHER-TPL-COLLECTION,CLT072,X(3),Character,Y
890,LT,Claims,MIS-81-034-34,MIS81.34,,AZ,% missing: PAYMENT-LEVEL-IND (CLT00002),tmsis_clh_rec_lt.pymt_lvl_ind,PAYMENT-LEVEL-IND,CLT082,X(1),Character,Y
891,LT,Claims,MIS-81-035-35,MIS81.35,,AZ,% missing: PATIENT-STATUS (CLT00002),tmsis_clh_rec_lt.ptnt_stus_cd,PATIENT-STATUS,CLT141,X(2),Character,Y
892,LT,Claims,MIS-81-036-36,MIS81.36,,AZ,% missing: PLAN-ID-NUMBER (CLT00002),tmsis_clh_rec_lt.plan_id_num,PLAN-ID-NUMBER,CLT080,X(12),Character,Y
893,LT,Claims,MIS-81-037-37,MIS81.37,,AZ,% missing: REFERRING-PROV-NPI-NUM (CLT00002),tmsis_clh_rec_lt.rfrg_prvdr_npi_num,REFERRING-PROV-NPI-NUM,CLT136,X(10),Character,Y
894,LT,Claims,MIS-81-038-38,MIS81.38,,AZ,% missing: REFERRING-PROV-NUM (CLT00002),tmsis_clh_rec_lt.rfrg_prvdr_num,REFERRING-PROV-NUM,CLT135,X(30),Character,Y
895,LT,Claims,MIS-81-039-39,MIS81.39,,AZ,% missing: PROGRAM-TYPE (CLT00002),tmsis_clh_rec_lt.pgm_type_cd,PROGRAM-TYPE,CLT079,X(2),Character,Y
896,LT,Claims,MIS-81-040-40,MIS81.40,,AZ,% missing: TOT-ALLOWED-AMT (CLT00002),tmsis_clh_rec_lt.tot_alowd_amt,TOT-ALLOWED-AMT,CLT064,S9(11)V99,Numeric,Y
897,LT,Claims,MIS-81-041-41,MIS81.41,,AZ,% missing: TOT-BILLED-AMT (CLT00002),tmsis_clh_rec_lt.tot_bill_amt,TOT-BILLED-AMT,CLT063,S9(11)V99,Numeric,Y
898,LT,Claims,MIS-81-042-42,MIS81.42,,AZ,% missing: TOT-MEDICAID-PAID-AMT (CLT00002),tmsis_clh_rec_lt.tot_mdcd_pd_amt,TOT-MEDICAID-PAID-AMT,CLT065,S9(11)V99,Numeric,Y
899,LT,Claims,MIS-81-043-43,MIS81.43,,AZ,% missing: TOT-MEDICARE-COINS-AMT (CLT00002),tmsis_clh_rec_lt.tot_mdcr_coinsrnc_amt,TOT-MEDICARE-COINS-AMT,CLT068,S9(11)V99,Numeric,Y
900,LT,Claims,MIS-81-044-44,MIS81.44,,AZ,% missing: TOT-MEDICARE-DEDUCTIBLE-AMT (CLT00002),tmsis_clh_rec_lt.tot_mdcr_ddctbl_amt,TOT-MEDICARE-DEDUCTIBLE-AMT,CLT067,S9(11)V99,Numeric,Y
901,LT,Claims,MIS-81-045-45,MIS81.45,,AZ,% missing: TOT-OTHER-INSURANCE-AMT (CLT00002),tmsis_clh_rec_lt.tot_othr_insrnc_amt,TOT-OTHER-INSURANCE-AMT,CLT070,S9(11)V99,Numeric,Y
902,LT,Claims,MIS-81-046-46,MIS81.46,,AZ,% missing: TOT-TPL-AMT (CLT00002),tmsis_clh_rec_lt.tot_tpl_amt,TOT-TPL-AMT,CLT069,S9(11)V99,Numeric,Y
903,LT,Claims,MIS-81-047-47,MIS81.47,,AZ,% missing: TYPE-OF-BILL (CLT00002),tmsis_clh_rec_lt.bill_type_cd,TYPE-OF-BILL,CLT053,X(4),Character,Y
904,LT,Claims,MIS-82-001-1,MIS82.1,,AZ,% missing: ALLOWED-AMT (CLT00003),tmsis_cll_rec_lt.alowd_amt,ALLOWED-AMT,CLT205,S9(11)V99,Numeric,Y
905,LT,Claims,MIS-82-002-2,MIS82.2,,AZ,% missing: BEGINNING-DATE-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,CLT196,9(8),Numeric,Y
906,LT,Claims,MIS-82-003-3,MIS82.3,,AZ,% missing: ENDING-DATE-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.srvc_endg_dt,ENDING-DATE-OF-SERVICE,CLT197,9(8),Numeric,Y
907,LT,Claims,MIS-82-004-4,MIS82.4,,AZ,% missing: ICN-ADJ (CLT00003),tmsis_cll_rec_lt.adjstmt_clm_num,ICN-ADJ,CLT189,X(50),Character,Y
908,LT,Claims,MIS-82-005-5,MIS82.5,,AZ,% missing: ICN-ORIG (CLT00003),tmsis_cll_rec_lt.orgnl_clm_num,ICN-ORIG,CLT188,X(50),Character,Y
909,LT,Claims,MIS-82-006-6,MIS82.6,,AZ,% missing: LINE-NUM-ADJ (CLT00003),tmsis_cll_rec_lt.adjstmt_line_num,LINE-NUM-ADJ,CLT191,X(3),Character,Y
910,LT,Claims,MIS-82-007-7,MIS82.7,,AZ,% missing: LINE-NUM-ORIG (CLT00003),tmsis_cll_rec_lt.orgnl_line_num,LINE-NUM-ORIG,CLT190,X(3),Character,Y
911,LT,Claims,MIS-82-008-8,MIS82.8,,AZ,% missing: MEDICAID-FFS-EQUIVALENT-AMT (CLT00003),tmsis_cll_rec_lt.mdcd_ffs_equiv_amt,MEDICAID-FFS-EQUIVALENT-AMT,CLT209,S9(11)V99,Numeric,Y
912,LT,Claims,MIS-82-009-9,MIS82.9,,AZ,% missing: MEDICAID-PAID-AMT (CLT00003),tmsis_cll_rec_lt.mdcd_pd_amt,MEDICAID-PAID-AMT,CLT208,S9(11)V99,Numeric,Y
913,LT,Claims,MIS-82-010-10,MIS82.10,,AZ,% missing: PROV-FACILITY-TYPE (CLT00003),tmsis_cll_rec_lt.prvdr_fac_type_cd,PROV-FACILITY-TYPE,CLT221,X(9),Character,Y
914,LT,Claims,MIS-82-011-11,MIS82.11,,AZ,% missing: REVENUE-CHARGE (CLT00003),tmsis_cll_rec_lt.rev_chrg_amt,REVENUE-CHARGE,CLT204,S9(11)V99,Numeric,Y
915,LT,Claims,MIS-82-012-12,MIS82.12,,AZ,% missing: REVENUE-CODE (CLT00003),tmsis_cll_rec_lt.rev_cd,REVENUE-CODE,CLT198,X(4),Character,Y
916,LT,Claims,MIS-82-013-13,MIS82.13,,AZ,% missing: SERVICING-PROV-NPI-NUM (CLT00003),tmsis_cll_rec_lt.prscrbng_prvdr_npi_num,SERVICING-PROV-NPI-NUM,CLT213,X(10),Character,Y
917,LT,Claims,MIS-82-014-14,MIS82.14,,AZ,% missing: SERVICING-PROV-NUM (CLT00003),tmsis_cll_rec_lt.srvcng_prvdr_num,SERVICING-PROV-NUM,CLT212,X(30),Character,Y
918,LT,Claims,MIS-82-015-15,MIS82.15,,AZ,% missing: SERVICING-PROV-SPECIALTY (CLT00003),tmsis_cll_rec_lt.srvcng_prvdr_spclty_cd,SERVICING-PROV-SPECIALTY,CLT216,X(2),Character,Y
919,LT,Claims,MIS-82-016-16,MIS82.16,,AZ,% missing: SERVICING-PROV-TYPE (CLT00003),tmsis_cll_rec_lt.srvcng_prvdr_type_cd,SERVICING-PROV-TYPE,CLT215,X(2),Character,Y
920,LT,Claims,MIS-82-017-17,MIS82.17,,AZ,% missing: TYPE-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.stc_cd,TYPE-OF-SERVICE,CLT211,X(3),Character,Y
921,OT,Claims,MIS-83-001-1,MIS83.1,,AZ,% missing: BEGINNING-DATE-OF-SERVICE (COT00002),tmsis_clh_rec_othr_toc.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,COT033,9(8),Numeric,Y
922,OT,Claims,MIS-83-002-2,MIS83.2,,AZ,% missing: BENEFICIARY-COINSURANCE-AMOUNT (COT00002),tmsis_clh_rec_othr_toc.bene_coinsrnc_amt,BENEFICIARY-COINSURANCE-AMOUNT,COT130,S9(11)V99,Numeric,Y
923,OT,Claims,MIS-83-003-3,MIS83.3,,AZ,% missing: BENEFICIARY-COPAYMENT-AMOUNT (COT00002),tmsis_clh_rec_othr_toc.bene_copmt_amt,BENEFICIARY-COPAYMENT-AMOUNT,COT132,S9(11)V99,Numeric,Y
924,OT,Claims,MIS-83-004-4,MIS83.4,,AZ,% missing: BENEFICIARY-DEDUCTIBLE-AMOUNT (COT00002),tmsis_clh_rec_othr_toc.bene_ddctbl_amt,BENEFICIARY-DEDUCTIBLE-AMOUNT,COT134,S9(11)V99,Numeric,Y
925,OT,Claims,MIS-83-005-5,MIS83.5,,AZ,% missing: BILLING-PROV-NPI-NUM (COT00002),tmsis_clh_rec_othr_toc.blg_prvdr_npi_num,BILLING-PROV-NPI-NUM,COT113,X(10),Character,Y
926,OT,Claims,MIS-83-006-6,MIS83.6,,AZ,% missing: BILLING-PROV-TAXONOMY (COT00002),tmsis_clh_rec_othr_toc.blg_prvdr_txnmy_cd,BILLING-PROV-TAXONOMY,COT114,X(12),Character,Y
927,OT,Claims,MIS-83-007-7,MIS83.7,,AZ,% missing: BILLING-PROV-NUM (COT00002),tmsis_clh_rec_othr_toc.blg_prvdr_num,BILLING-PROV-NUM,COT112,X(30),Character,Y
928,OT,Claims,MIS-83-008-8,MIS83.8,,AZ,% missing: BILLING-PROV-TYPE (COT00002),tmsis_clh_rec_othr_toc.blg_prvdr_type_cd,BILLING-PROV-TYPE,COT115,X(2),Character,Y
929,OT,Claims,MIS-83-009-9,MIS83.9,,AZ,% missing: CLAIM-LINE-COUNT (COT00002),tmsis_clh_rec_othr_toc.cll_cnt,CLAIM-LINE-COUNT,COT070,9(4),Numeric,Y
930,OT,Claims,MIS-83-010-10,MIS83.10,,AZ,% missing: CROSSOVER-INDICATOR (COT00002),tmsis_clh_rec_othr_toc.xovr_ind,CROSSOVER-INDICATOR,COT023,X(1),Character,Y
931,OT,Claims,MIS-83-011-11,MIS83.11,,AZ,% missing: DIAGNOSIS-CODE-1 (COT00002),tmsis_clh_rec_othr_toc.dgns_1_cd,DIAGNOSIS-CODE-1,COT027,X(7),Character,Y
932,OT,Claims,MIS-83-012-12,MIS83.12,,AZ,% missing: DIAGNOSIS-CODE-2 (COT00002),tmsis_clh_rec_othr_toc.dgns_2_cd,DIAGNOSIS-CODE-2,COT030,X(7),Character,Y
933,OT,Claims,MIS-83-013-13,MIS83.13,,AZ,% missing: DIAGNOSIS-CODE-FLAG-1 (COT00002),tmsis_clh_rec_othr_toc.dgns_1_cd_ind,DIAGNOSIS-CODE-FLAG-1,COT028,X(1),Character,Y
934,OT,Claims,MIS-83-014-14,MIS83.14,,AZ,% missing: DIAGNOSIS-CODE-FLAG-2 (COT00002),tmsis_clh_rec_othr_toc.dgns_2_cd_ind,DIAGNOSIS-CODE-FLAG-2,COT031,X(1),Character,Y
935,OT,Claims,MIS-83-015-15,MIS83.15,,AZ,% missing: DIAGNOSIS-POA-FLAG-1 (COT00002),tmsis_clh_rec_othr_toc.dgns_poa_1_cd_ind,DIAGNOSIS-POA-FLAG-1,COT029,X(1),Character,Y
936,OT,Claims,MIS-83-016-16,MIS83.16,,AZ,% missing: ENDING-DATE-OF-SERVICE (COT00002),tmsis_clh_rec_othr_toc.srvc_endg_dt,ENDING-DATE-OF-SERVICE,COT034,9(8),Numeric,Y
937,OT,Claims,MIS-83-017-17,MIS83.17,,AZ,% missing: FIXED-PAYMENT-IND (COT00002),tmsis_clh_rec_othr_toc.fixd_pymt_ind,FIXED-PAYMENT-IND,COT061,X(1),Character,Y
938,OT,Claims,MIS-83-018-18,MIS83.18,,AZ,% missing: HEALTH-HOME-PROV-IND (COT00002),tmsis_clh_rec_othr_toc.hh_prvdr_ind,HEALTH-HOME-PROV-IND,COT109,X(1),Character,Y
939,OT,Claims,MIS-83-019-19,MIS83.19,,AZ,% missing: ICN-ADJ (COT00002),tmsis_clh_rec_othr_toc.adjstmt_clm_num,ICN-ADJ,COT020,X(50),Character,Y
940,OT,Claims,MIS-83-020-20,MIS83.20,,AZ,% missing: MEDICAID-PAID-DATE (COT00002),tmsis_clh_rec_othr_toc.mdcd_pd_dt,MEDICAID-PAID-DATE,COT036,9(8),Numeric,Y
941,OT,Claims,MIS-83-021-21,MIS83.21,,AZ,% missing: ICN-ORIG (COT00002),tmsis_clh_rec_othr_toc.orgnl_clm_num,ICN-ORIG,COT019,X(50),Character,Y
942,OT,Claims,MIS-83-022-22,MIS83.22,,AZ,% missing: MSIS-IDENTIFICATION-NUM (COT00002),tmsis_clh_rec_othr_toc.msis_ident_num,MSIS-IDENTIFICATION-NUM,COT022,X(20),Character,Y
943,OT,Claims,MIS-83-023-23,MIS83.23,,AZ,% missing: OTHER-INSURANCE-IND (COT00002),tmsis_clh_rec_othr_toc.othr_insrnc_ind,OTHER-INSURANCE-IND,COT057,X(1),Character,Y
944,OT,Claims,MIS-83-024-24,MIS83.24,,AZ,% missing: PAYMENT-LEVEL-IND (COT00002),tmsis_clh_rec_othr_toc.pymt_lvl_ind,PAYMENT-LEVEL-IND,COT068,X(1),Character,Y
945,OT,Claims,MIS-83-025-25,MIS83.25,,AZ,% missing: OTHER-TPL-COLLECTION (COT00002),tmsis_clh_rec_othr_toc.othr_tpl_clctn_cd,OTHER-TPL-COLLECTION,COT058,X(3),Character,Y
946,OT,Claims,MIS-83-026-26,MIS83.26,,AZ,% missing: PLACE-OF-SERVICE (COT00002),tmsis_clh_rec_othr_toc.srvc_plc_cd,PLACE-OF-SERVICE,COT123,X(2),Character,Y
947,OT,Claims,MIS-83-027-27,MIS83.27,,AZ,% missing: PLAN-ID-NUMBER (COT00002),tmsis_clh_rec_othr_toc.plan_id_num,PLAN-ID-NUMBER,COT066,X(12),Character,Y
948,OT,Claims,MIS-83-028-28,MIS83.28,,AZ,% missing: TOT-BILLED-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_bill_amt,TOT-BILLED-AMT,COT048,S9(11)V99,Numeric,Y
949,OT,Claims,MIS-83-029-29,MIS83.29,,AZ,% missing: TOT-ALLOWED-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_alowd_amt,TOT-ALLOWED-AMT,COT049,S9(11)V99,Numeric,Y
950,OT,Claims,MIS-83-030-30,MIS83.30,,AZ,% missing: REFERRING-PROV-NPI-NUM (COT00002),tmsis_clh_rec_othr_toc.rfrg_prvdr_npi_num,REFERRING-PROV-NPI-NUM,COT118,X(10),Character,Y
951,OT,Claims,MIS-83-031-31,MIS83.31,,AZ,% missing: REFERRING-PROV-NUM (COT00002),tmsis_clh_rec_othr_toc.rfrg_prvdr_num,REFERRING-PROV-NUM,COT117,X(30),Character,Y
952,OT,Claims,MIS-83-032-32,MIS83.32,,AZ,% missing: PROGRAM-TYPE (COT00002),tmsis_clh_rec_othr_toc.pgm_type_cd,PROGRAM-TYPE,COT065,X(2),Character,Y
953,OT,Claims,MIS-83-033-33,MIS83.33,,AZ,% missing: TOT-MEDICAID-PAID-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_mdcd_pd_amt,TOT-MEDICAID-PAID-AMT,COT050,S9(11)V99,Numeric,Y
954,OT,Claims,MIS-83-034-34,MIS83.34,,AZ,% missing: TOT-MEDICARE-COINS-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_mdcr_coinsrnc_amt,TOT-MEDICARE-COINS-AMT,COT053,S9(11)V99,Numeric,Y
955,OT,Claims,MIS-83-035-35,MIS83.35,,AZ,% missing: TOT-MEDICARE-DEDUCTIBLE-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_mdcr_ddctbl_amt,TOT-MEDICARE-DEDUCTIBLE-AMT,COT052,S9(11)V99,Numeric,Y
956,OT,Claims,MIS-83-036-36,MIS83.36,,AZ,% missing: TOT-OTHER-INSURANCE-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_othr_insrnc_amt,TOT-OTHER-INSURANCE-AMT,COT056,S9(11)V99,Numeric,Y
957,OT,Claims,MIS-83-037-37,MIS83.37,,AZ,% missing: TOT-TPL-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_tpl_amt,TOT-TPL-AMT,COT054,S9(11)V99,Numeric,Y
958,OT,Claims,MIS-83-038-38,MIS83.38,,AZ,% missing: TYPE-OF-BILL (COT00002),tmsis_clh_rec_othr_toc.bill_type_cd,TYPE-OF-BILL,COT038,X(4),Character,Y
959,OT,Claims,MIS-84-001-1,MIS84.1,,AZ,% missing: ALLOWED-AMT (COT00003),tmsis_cll_rec_othr_toc.alowd_amt,ALLOWED-AMT,COT175,S9(11)V99,Numeric,Y
960,OT,Claims,MIS-84-002-2,MIS84.2,,AZ,% missing: BEGINNING-DATE-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,COT166,9(8),Numeric,Y
961,OT,Claims,MIS-84-003-3,MIS84.3,,AZ,% missing: BENEFIT-TYPE (COT00003),tmsis_cll_rec_othr_toc.bnft_type_cd,BENEFIT-TYPE,COT209,X(3),Character,Y
962,OT,Claims,MIS-84-004-4,MIS84.4,,AZ,% missing: BILLED-AMT (COT00003),tmsis_cll_rec_othr_toc.bill_amt,BILLED-AMT,COT174,S9(11)V99,Numeric,Y
963,OT,Claims,MIS-84-005-5,MIS84.5,,AZ,% missing: COPAY-AMT (COT00003),tmsis_cll_rec_othr_toc.copay_amt,COPAY-AMT,COT176,S9(11)V99,Numeric,Y
964,OT,Claims,MIS-84-006-6,MIS84.6,,AZ,% missing: ENDING-DATE-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.srvc_endg_dt,ENDING-DATE-OF-SERVICE,COT167,9(8),Numeric,Y
965,OT,Claims,MIS-84-007-7,MIS84.7,,AZ,% missing: HCBS-SERVICE-CODE (COT00003),tmsis_cll_rec_othr_toc.hcpcs_srvc_cd,HCBS-SERVICE-CODE,COT187,X(1),Character,Y
966,OT,Claims,MIS-84-008-8,MIS84.8,,AZ,% missing: HCBS-TAXONOMY (COT00003),tmsis_cll_rec_othr_toc.hcpcs_txnmy_cd,HCBS-TAXONOMY,COT188,X(5),Character,Y
967,OT,Claims,MIS-84-009-9,MIS84.9,,AZ,% missing: HCPCS-RATE (COT00003),tmsis_cll_rec_othr_toc.hcpcs_rate,HCPCS-RATE,COT220,X(14),Character,Y
968,OT,Claims,MIS-84-010-10,MIS84.10,,AZ,% missing: ICN-ADJ (COT00003),tmsis_cll_rec_othr_toc.adjstmt_clm_num,ICN-ADJ,COT159,X(50),Character,Y
969,OT,Claims,MIS-84-011-11,MIS84.11,,AZ,% missing: ICN-ORIG (COT00003),tmsis_cll_rec_othr_toc.orgnl_clm_num,ICN-ORIG,COT158,X(50),Character,Y
970,OT,Claims,MIS-84-012-12,MIS84.12,,AZ,% missing: LINE-NUM-ADJ (COT00003),tmsis_cll_rec_othr_toc.adjstmt_line_num,LINE-NUM-ADJ,COT161,X(3),Character,Y
971,OT,Claims,MIS-84-013-13,MIS84.13,,AZ,% missing: LINE-NUM-ORIG (COT00003),tmsis_cll_rec_othr_toc.orgnl_line_num,LINE-NUM-ORIG,COT160,X(3),Character,Y
972,OT,Claims,MIS-84-014-14,MIS84.14,,AZ,% missing: MEDICAID-FFS-EQUIVALENT-AMT (COT00003),tmsis_cll_rec_othr_toc.mdcd_ffs_equiv_amt,MEDICAID-FFS-EQUIVALENT-AMT,COT179,S9(11)V99,Numeric,Y
973,OT,Claims,MIS-84-015-15,MIS84.15,,AZ,% missing: MEDICAID-PAID-AMT (COT00003),tmsis_cll_rec_othr_toc.mdcd_pd_amt,MEDICAID-PAID-AMT,COT178,S9(11)V99,Numeric,Y
974,OT,Claims,MIS-84-016-16,MIS84.16,,AZ,% missing: MEDICARE-PAID-AMT (COT00003),tmsis_cll_rec_othr_toc.mdcr_pd_amt,MEDICARE-PAID-AMT,COT182,S9(11)V99,Numeric,Y
975,OT,Claims,MIS-84-017-17,MIS84.17,,AZ,% missing: MSIS-IDENTIFICATION-NUM (COT00003),tmsis_cll_rec_othr_toc.msis_ident_num,MSIS-IDENTIFICATION-NUM,COT157,X(20),Character,Y
976,OT,Claims,MIS-84-018-18,MIS84.18,,AZ,% missing: OTHER-INSURANCE-AMT (COT00003),tmsis_cll_rec_othr_toc.othr_insrnc_amt,OTHER-INSURANCE-AMT,COT213,S9(11)V99,Numeric,Y
977,OT,Claims,MIS-84-019-19,MIS84.19,,AZ,% missing: OT-RX-CLAIM-QUANTITY-ACTUAL (COT00003),tmsis_cll_rec_othr_toc.othr_toc_rx_clm_actl_qty,OT-RX-CLAIM-QUANTITY-ACTUAL,COT183,S9(6)V999,Numeric,Y
978,OT,Claims,MIS-84-020-20,MIS84.20,,AZ,% missing: PROCEDURE-CODE (COT00003),tmsis_cll_rec_othr_toc.prcdr_cd,PROCEDURE-CODE,COT169,X(8),Character,Y
979,OT,Claims,MIS-84-021-21,MIS84.21,,AZ,% missing: PROCEDURE-CODE-FLAG (COT00003),tmsis_cll_rec_othr_toc.prcdr_cd_ind,PROCEDURE-CODE-FLAG,COT171,X(2),Character,Y
980,OT,Claims,MIS-84-022-22,MIS84.22,,AZ,% missing: PROCEDURE-CODE-MOD-1 (COT00003),tmsis_cll_rec_othr_toc.prcdr_1_mdfr_cd,PROCEDURE-CODE-MOD-1,COT172,X(2),Character,Y
981,OT,Claims,MIS-84-023-23,MIS84.23,,AZ,% missing: PROCEDURE-CODE-MOD-2 (COT00003),tmsis_cll_rec_othr_toc.prcdr_2_mdfr_cd,PROCEDURE-CODE-MOD-2,COT227,X(2),Character,Y
982,OT,Claims,MIS-84-024-24,MIS84.24,,AZ,% missing: REVENUE-CODE (COT00003),tmsis_cll_rec_othr_toc.rev_cd,REVENUE-CODE,COT168,X(4),Character,Y
983,OT,Claims,MIS-84-025-25,MIS84.25,,AZ,% missing: SERVICING-PROV-NPI-NUM (COT00003),tmsis_cll_rec_othr_toc.prscrbng_prvdr_npi_num,SERVICING-PROV-NPI-NUM,COT190,X(10),Character,Y
