Code,Type,Definition
10904Z9,ICD-10-PCS,"Drainage of Fetal Blood from Products of Conception, Percutaneous Endoscopic Approach"
10904ZA,ICD-10-PCS,"Drainage of Fetal Cerebrospinal Fluid from Products of Conception, Percutaneous Endoscopic Approach"
10904ZB,ICD-10-PCS,"Drainage of Other Fetal Fluid from Products of Conception, Percutaneous Endoscopic Approach"
10904ZC,ICD-10-PCS,"Drainage of Amniotic Fluid, Therapeutic from Products of Conception, Percutaneous Endoscopic Approach"
10904ZD,ICD-10-PCS,"Drainage of Other Fluid from Products of Conception, Percutaneous Endoscopic Approach"
10904ZU,ICD-10-PCS,"Drainage of Amniotic Fluid, Diagnostic from Products of Conception, Percutaneous Endoscopic Approach"
10907Z9,ICD-10-PCS,"Drainage of Fetal Blood from Products of Conception, Via Natural or Artificial Opening"
10907ZA,ICD-10-PCS,"Drainage of Fetal Cerebrospinal Fluid from Products of Conception, Via Natural or Artificial Opening"
10907ZB,ICD-10-PCS,"Drainage of Other Fetal Fluid from Products of Conception, Via Natural or Artificial Opening"
10907ZC,ICD-10-PCS,"Drainage of Amniotic Fluid, Therapeutic from Products of Conception, Via Natural or Artificial Opening"
10907ZD,ICD-10-PCS,"Drainage of Other Fluid from Products of Conception, Via Natural or Artificial Opening"
10907ZU,ICD-10-PCS,"Drainage of Amniotic Fluid, Diagnostic from Products of Conception, Via Natural or Artificial Opening"
10908Z9,ICD-10-PCS,"Drainage of Fetal Blood from Products of Conception, Via Natural or Artificial Opening Endoscopic"
10908ZA,ICD-10-PCS,"Drainage of Fetal Cerebrospinal Fluid from Products of Conception, Via Natural or Artificial Opening Endoscopic"
10908ZB,ICD-10-PCS,"Drainage of Other Fetal Fluid from Products of Conception, Via Natural or Artificial Opening Endoscopic"
10908ZC,ICD-10-PCS,"Drainage of Amniotic Fluid, Therapeutic from Products of Conception, Via Natural or Artificial Opening Endoscopic"
10908ZD,ICD-10-PCS,"Drainage of Other Fluid from Products of Conception, Via Natural or Artificial Opening Endoscopic"
10908ZU,ICD-10-PCS,"Drainage of Amniotic Fluid, Diagnostic from Products of Conception, Via Natural or Artificial Opening Endoscopic"
10A00ZZ,ICD-10-PCS,"Abortion of Products of Conception, Open Approach"
10A03ZZ,ICD-10-PCS,"Abortion of Products of Conception, Percutaneous Approach"
10A04ZZ,ICD-10-PCS,"Abortion of Products of Conception, Percutaneous Endoscopic Approach"
10A07Z6,ICD-10-PCS,"Abortion of Products of Conception, Vacuum, Via Natural or Artificial Opening"
10A07ZW,ICD-10-PCS,"Abortion of Products of Conception, Laminaria, Via Natural or Artificial Opening"
10A07ZX,ICD-10-PCS,"Abortion of Products of Conception, Abortifacient, Via Natural or Artificial Opening"
10A07ZZ,ICD-10-PCS,"Abortion of Products of Conception, Via Natural or Artificial Opening"
10A08ZZ,ICD-10-PCS,"Abortion of Products of Conception, Via Natural or Artificial Opening Endoscopic"
10D00Z0,ICD-10-PCS,"Extraction of Products of Conception, Classical, Open Approach"
10D00Z1,ICD-10-PCS,"Extraction of Products of Conception, Low Cervical, Open Approach"
10D00Z2,ICD-10-PCS,"Extraction of Products of Conception, Extraperitoneal, Open Approach"
10D07Z3,ICD-10-PCS,"Extraction of Products of Conception, Low Forceps, Via Natural or Artificial Opening"
10D07Z4,ICD-10-PCS,"Extraction of Products of Conception, Mid Forceps, Via Natural or Artificial Opening"
10D07Z5,ICD-10-PCS,"Extraction of Products of Conception, High Forceps, Via Natural or Artificial Opening"
10D07Z6,ICD-10-PCS,"Extraction of Products of Conception, Vacuum, Via Natural or Artificial Opening"
10D07Z7,ICD-10-PCS,"Extraction of Products of Conception, Internal Version, Via Natural or Artificial Opening"
10D07Z8,ICD-10-PCS,"Extraction of Products of Conception, Other, Via Natural or Artificial Opening"
10D17ZZ,ICD-10-PCS,"Extraction of Products of Conception, Retained, Via Natural or Artificial Opening"
10D18ZZ,ICD-10-PCS,"Extraction of Products of Conception, Retained, Via Natural or Artificial Opening Endoscopic"
10D27ZZ,ICD-10-PCS,"Extraction of Products of Conception, Ectopic, Natural or Artificial Opening "
10D28ZZ,ICD-10-PCS,"Extraction of Products of Conception, Ectopic, Via Natural or Artificial Opening Endoscopic"
10E0XZZ,ICD-10-PCS,"Delivery of Products of Conception, External Approach"
10H003Z,ICD-10-PCS,"Insertion of Monitoring Electrode into Products of Conception, Open Approach"
10H00YZ,ICD-10-PCS,"Insertion of Other Device into Products of Conception, Open Approach"
10H073Z,ICD-10-PCS,"Insertion of Monitoring Electrode into Products of Conception, Via Natural or Artificial Opening"
10H07YZ,ICD-10-PCS,"Insertion of Other Device into Products of Conception, Via Natural or Artificial Opening"
10J00ZZ,ICD-10-PCS,"Inspection of Products of Conception, Open Approach"
10J03ZZ,ICD-10-PCS,"Inspection of Products of Conception, Percutaneous Approach"
10J04ZZ,ICD-10-PCS,"Inspection of Products of Conception, Percutaneous Endoscopic Approach"
10J07ZZ,ICD-10-PCS,"Inspection of Products of Conception, Via Natural or Artificial Opening"
10J08ZZ,ICD-10-PCS,"Inspection of Products of Conception, Via Natural or Artificial Opening Endoscopic"
10J0XZZ,ICD-10-PCS,"Inspection of Products of Conception, External Approach"
10J10ZZ,ICD-10-PCS,"Inspection of Products of Conception, Retained, Open Approach"
10J13ZZ,ICD-10-PCS,"Inspection of Products of Conception, Retained, Percutaneous Approach"
10J14ZZ,ICD-10-PCS,"Inspection of Products of Conception, Retained, Percutaneous Endoscopic Approach"
10J17ZZ,ICD-10-PCS,"Inspection of Products of Conception, Retained, Via Natural or Artificial Opening"
10J18ZZ,ICD-10-PCS,"Inspection of Products of Conception, Retained, Via Natural or Artificial Opening Endoscopic"
10J1XZZ,ICD-10-PCS,"Inspection of Products of Conception, Retained, External Approach"
10J20ZZ,ICD-10-PCS,"Inspection of Products of Conception, Ectopic, Open Approach"
10J23ZZ,ICD-10-PCS,"Inspection of Products of Conception, Ectopic, Percutaneous Approach"
10J24ZZ,ICD-10-PCS,"Inspection of Products of Conception, Ectopic, Percutaneous Endoscopic Approach"
10J27ZZ,ICD-10-PCS,"Inspection of Products of Conception, Ectopic, Via Natural or Artificial Opening"
10J28ZZ,ICD-10-PCS,"Inspection of Products of Conception, Ectopic, Via Natural or Artificial Opening Endoscopic"
10J2XZZ,ICD-10-PCS,"Inspection of Products of Conception, Ectopic, External Approach"
10P003Z,ICD-10-PCS,"Removal of Monitoring Electrode from Products of Conception, Open Approach"
10P00YZ,ICD-10-PCS,"Removal of Other Device from Products of Conception, Open Approach"
10P073Z,ICD-10-PCS,"Removal of Monitoring Electrode from Products of Conception, Via Natural or Artificial Opening"
10P07YZ,ICD-10-PCS,"Removal of Other Device from Products of Conception, Via Natural or Artificial Opening"
10Q00YE,ICD-10-PCS,"Repair Nervous System in Products of Conception with Other Device, Open Approach"
10Q00YF,ICD-10-PCS,"Repair Cardiovascular System in Products of Conception with Other Device, Open Approach"
10Q00YG,ICD-10-PCS,"Repair Lymphatics and Hemic in Products of Conception with Other Device, Open Approach"
10Q00YH,ICD-10-PCS,"Repair Eye in Products of Conception with Other Device, Open Approach"
10Q00YJ,ICD-10-PCS,"Repair Ear, Nose and Sinus in Products of Conception with Other Device, Open Approach"
10Q00YK,ICD-10-PCS,"Repair Respiratory System in Products of Conception with Other Device, Open Approach"
10Q00YL,ICD-10-PCS,"Repair Mouth and Throat in Products of Conception with Other Device, Open Approach"
10Q00YM,ICD-10-PCS,"Repair Gastrointestinal System in Products of Conception with Other Device, Open Approach"
10Q00YN,ICD-10-PCS,"Repair Hepatobiliary and Pancreas in Products of Conception with Other Device, Open Approach"
10Q00YP,ICD-10-PCS,"Repair Endocrine System in Products of Conception with Other Device, Open Approach"
10Q00YQ,ICD-10-PCS,"Repair Skin in Products of Conception with Other Device, Open Approach"
10Q00YR,ICD-10-PCS,"Repair Musculoskeletal System in Products of Conception with Other Device, Open Approach"
10Q00YS,ICD-10-PCS,"Repair Urinary System in Products of Conception with Other Device, Open Approach"
10Q00YT,ICD-10-PCS,"Repair Female Reproductive System in Products of Conception with Other Device, Open Approach"
10Q00YV,ICD-10-PCS,"Repair Male Reproductive System in Products of Conception with Other Device, Open Approach"
10Q00YY,ICD-10-PCS,"Repair Other Body System in Products of Conception with Other Device, Open Approach"
10Q00ZE,ICD-10-PCS,"Repair Nervous System in Products of Conception, Open Approach"
10Q00ZF,ICD-10-PCS,"Repair Cardiovascular System in Products of Conception, Open Approach"
10Q00ZG,ICD-10-PCS,"Repair Lymphatics and Hemic in Products of Conception, Open Approach"
10Q00ZH,ICD-10-PCS,"Repair Eye in Products of Conception, Open Approach"
10Q00ZJ,ICD-10-PCS,"Repair Ear, Nose and Sinus in Products of Conception, Open Approach"
10Q00ZK,ICD-10-PCS,"Repair Respiratory System in Products of Conception, Open Approach"
10Q00ZL,ICD-10-PCS,"Repair Mouth and Throat in Products of Conception, Open Approach"
10Q00ZM,ICD-10-PCS,"Repair Gastrointestinal System in Products of Conception, Open Approach"
10Q00ZN,ICD-10-PCS,"Repair Hepatobiliary and Pancreas in Products of Conception, Open Approach"
10Q00ZP,ICD-10-PCS,"Repair Endocrine System in Products of Conception, Open Approach"
10Q00ZQ,ICD-10-PCS,"Repair Skin in Products of Conception, Open Approach"
10Q00ZR,ICD-10-PCS,"Repair Musculoskeletal System in Products of Conception, Open Approach"
10Q00ZS,ICD-10-PCS,"Repair Urinary System in Products of Conception, Open Approach"
10Q00ZT,ICD-10-PCS,"Repair Female Reproductive System in Products of Conception, Open Approach"
10Q00ZV,ICD-10-PCS,"Repair Male Reproductive System in Products of Conception, Open Approach"
10Q00ZY,ICD-10-PCS,"Repair Other Body System in Products of Conception, Open Approach"
10Q03YE,ICD-10-PCS,"Repair Nervous System in Products of Conception with Other Device, Percutaneous Approach"
10Q03YF,ICD-10-PCS,"Repair Cardiovascular System in Products of Conception with Other Device, Percutaneous Approach"
10Q03YG,ICD-10-PCS,"Repair Lymphatics and Hemic in Products of Conception with Other Device, Percutaneous Approach"
10Q03YH,ICD-10-PCS,"Repair Eye in Products of Conception with Other Device, Percutaneous Approach"
10Q03YJ,ICD-10-PCS,"Repair Ear, Nose and Sinus in Products of Conception with Other Device, Percutaneous Approach"
10Q03YK,ICD-10-PCS,"Repair Respiratory System in Products of Conception with Other Device, Percutaneous Approach"
10Q03YL,ICD-10-PCS,"Repair Mouth and Throat in Products of Conception with Other Device, Percutaneous Approach"
10Q03YM,ICD-10-PCS,"Repair Gastrointestinal System in Products of Conception with Other Device, Percutaneous Approach"
10Q03YN,ICD-10-PCS,"Repair Hepatobiliary and Pancreas in Products of Conception with Other Device, Percutaneous Approach"
10Q03YP,ICD-10-PCS,"Repair Endocrine System in Products of Conception with Other Device, Percutaneous Approach"
10Q03YQ,ICD-10-PCS,"Repair Skin in Products of Conception with Other Device, Percutaneous Approach"
10Q03YR,ICD-10-PCS,"Repair Musculoskeletal System in Products of Conception with Other Device, Percutaneous Approach"
10Q03YS,ICD-10-PCS,"Repair Urinary System in Products of Conception with Other Device, Percutaneous Approach"
10Q03YT,ICD-10-PCS,"Repair Female Reproductive System in Products of Conception with Other Device, Percutaneous Approach"
10Q03YV,ICD-10-PCS,"Repair Male Reproductive System in Products of Conception with Other Device, Percutaneous Approach"
10Q03YY,ICD-10-PCS,"Repair Other Body System in Products of Conception with Other Device, Percutaneous Approach"
10Q03ZE,ICD-10-PCS,"Repair Nervous System in Products of Conception, Percutaneous Approach"
10Q03ZF,ICD-10-PCS,"Repair Cardiovascular System in Products of Conception, Percutaneous Approach"
10Q03ZG,ICD-10-PCS,"Repair Lymphatics and Hemic in Products of Conception, Percutaneous Approach"
10Q03ZH,ICD-10-PCS,"Repair Eye in Products of Conception, Percutaneous Approach"
10Q03ZJ,ICD-10-PCS,"Repair Ear, Nose and Sinus in Products of Conception, Percutaneous Approach"
10Q03ZK,ICD-10-PCS,"Repair Respiratory System in Products of Conception, Percutaneous Approach"
10Q03ZL,ICD-10-PCS,"Repair Mouth and Throat in Products of Conception, Percutaneous Approach"
10Q03ZM,ICD-10-PCS,"Repair Gastrointestinal System in Products of Conception, Percutaneous Approach"
10Q03ZN,ICD-10-PCS,"Repair Hepatobiliary and Pancreas in Products of Conception, Percutaneous Approach"
10Q03ZP,ICD-10-PCS,"Repair Endocrine System in Products of Conception, Percutaneous Approach"
10Q03ZQ,ICD-10-PCS,"Repair Skin in Products of Conception, Percutaneous Approach"
10Q03ZR,ICD-10-PCS,"Repair Musculoskeletal System in Products of Conception, Percutaneous Approach"
10Q03ZS,ICD-10-PCS,"Repair Urinary System in Products of Conception, Percutaneous Approach"
10Q03ZT,ICD-10-PCS,"Repair Female Reproductive System in Products of Conception, Percutaneous Approach"
10Q03ZV,ICD-10-PCS,"Repair Male Reproductive System in Products of Conception, Percutaneous Approach"
10Q03ZY,ICD-10-PCS,"Repair Other Body System in Products of Conception, Percutaneous Approach"
10Q04YE,ICD-10-PCS,"Repair Nervous System in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YF,ICD-10-PCS,"Repair Cardiovascular System in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YG,ICD-10-PCS,"Repair Lymphatics and Hemic in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YH,ICD-10-PCS,"Repair Eye in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YJ,ICD-10-PCS,"Repair Ear, Nose and Sinus in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YK,ICD-10-PCS,"Repair Respiratory System in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YL,ICD-10-PCS,"Repair Mouth and Throat in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YM,ICD-10-PCS,"Repair Gastrointestinal System in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YN,ICD-10-PCS,"Repair Hepatobiliary and Pancreas in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YP,ICD-10-PCS,"Repair Endocrine System in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YQ,ICD-10-PCS,"Repair Skin in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YR,ICD-10-PCS,"Repair Musculoskeletal System in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YS,ICD-10-PCS,"Repair Urinary System in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YT,ICD-10-PCS,"Repair Female Reproductive System in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YV,ICD-10-PCS,"Repair Male Reproductive System in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04YY,ICD-10-PCS,"Repair Other Body System in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
10Q04ZE,ICD-10-PCS,"Repair Nervous System in Products of Conception, Percutaneous Endoscopic Approach"
10Q04ZF,ICD-10-PCS,"Repair Cardiovascular System in Products of Conception, Percutaneous Endoscopic Approach"
10Q04ZG,ICD-10-PCS,"Repair Lymphatics and Hemic in Products of Conception, Percutaneous Endoscopic Approach"
10Q04ZH,ICD-10-PCS,"Repair Eye in Products of Conception, Percutaneous Endoscopic Approach"
10Q04ZJ,ICD-10-PCS,"Repair Ear, Nose and Sinus in Products of Conception, Percutaneous Endoscopic Approach"
10Q04ZK,ICD-10-PCS,"Repair Respiratory System in Products of Conception, Percutaneous Endoscopic Approach"
